"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"1+1>2: Integrating Deep Code Behaviors with Metadata Features for Malicious PyPI Package Detection","X. Sun; X. Gao; S. Cao; L. Bo; X. Wu; K. Huang","Yangzhou University, Yangzhou, China; Yangzhou University, Yangzhou, China; Yangzhou University, Yangzhou, China; Yangzhou University, Yangzhou, China; Yangzhou University, Yangzhou, China; Tongji University, Shanghai, China",2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE),"29 Nov 2024","2024","","","1159","1170","PyPI, the official package registry for Python, has seen a surge in the number of malicious package uploads in recent years. Prior studies have demonstrated the effectiveness of learning-based solutions in malicious package detection. However, manually-crafted expert rules are expensive and struggle to keep pace with the rapidly evolving malicious behaviors, while deep features automatically extracted from code are still inaccurate in certain cases. To mitigate these issues, in this paper, we propose Ea4mp, a novel approach which integrates deep code behaviors with metadata features to detect malicious PyPI packages. Specifically, Ea4mp extracts code behavior sequences from all script files and fine-tunes a BERT model to learn deep semantic features of malicious code. In addition, we realize the value of metadata information and construct an ensemble classifier to combine the strengths of deep code behavior features and metadata features for more effective detection. We evaluated Ea4mp against three state-of-the-art baselines on a newly constructed dataset. The experimental results show that Ea4mp improves precision by 6.9%-24.6% and recall by 10.5%-18.4%. With Ea4mp, we successfully identified 119 previously unknown malicious packages from a pool of 46,573 newly-uploaded packages over a three-week period, and 82 out of them have been removed by the PyPI official.CCS CONCEPTS• Security and privacy → Malware and its mitigation.","2643-1572","979-8-4007-1248-7","","National Natural Science Foundation of China; Six Talent Peaks Project in Jiangsu Province; Yangzhou University; Nanjing University; China Scholarship Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10764827","Open-Source Software;Malicious Packages;PyPI;BERT","Privacy;Codes;Semantics;Metadata;Feature extraction;Malware;Security;Surges;Software engineering;Python","","1","","52","","29 Nov 2024","27 Oct.-1 Nov. 2024","27 Oct.-1 Nov. 2024","IEEE","IEEE Conferences"
"Visualizing Contributor Code Competency for PyPI Libraries: Preliminary Results","I. Febriyanti; R. G. Kula; R. Rojpaisarnkit; K. Kannee; Y. S. Nugroho; K. Matsumoto",Universitas Muhammadiyah Surakarta; Nara Institute of Science and Technology; Nara Institute of Science and Technology; Nara Institute of Science and Technology; Universitas Muhammadiyah Surakarta; Nara Institute of Science and Technology,2022 29th Asia-Pacific Software Engineering Conference (APSEC),"16 Feb 2023","2022","","","472","476","Python is known to be used by beginners to professional programmers. Python provides functionality to its community of users through PyPI libraries, which allows developers to reuse functionalities to an application. However, it is unknown the extent to which these PyPI libraries require proficient code in their implementation. We conjecture that PyPI contributors may decide to implement more advanced Pythonic code, or stick with more basic Python code. Are complex codes only committed by few contributors, or only to specific files? The new idea in this paper is to confirm who and where complex code is implemented. Hence, we present a visualization to show the relationship between proficient code, contributors, and files. Analyzing four PyPI projects, we are able to explore which files contain more elegant code, and which contributors committed to these files. Our results show that most files contain more basic competency files, and that not every contributor contributes competent code. We show how our visualization is able to summarize such information, and opens up different possibilities for understanding how to make elegant contributions.","2640-0715","978-1-6654-5537-4","10.1109/APSEC57359.2022.00065","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10043258","Code Competency;Pythonic Code;Software Visualization","Visualization;Codes;Libraries;Python;Software engineering","","3","","11","IEEE","16 Feb 2023","6-9 Dec. 2022","6-9 Dec. 2022","IEEE","IEEE Conferences"
"ACCI: A Multi-Feature PyPI Package Anomaly Detection Method Based on Script Deep Semantics","X. Xie; Q. Feng; T. Leng; H. Zhou; Y. Cai; Z. Cai; J. Qiu; Y. Chai","Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China; Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China; Intelligent Policing Key Laboratory of Sichuan Province, Sichuan Police College, Sichuan, China; Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China; Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China; Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China; Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China; Cyberspace Institute of Advanced Technology, Guangzhou University, Guangzhou, China",2025 IEEE 10th International Conference on Data Science in Cyberspace (DSC),"28 Jan 2026","2025","","","279","286","This paper proposes a PyPI package anomaly detection method called ACCI, aimed at addressing the limitations of existing detection methods when facing malicious packages. Based on deep code semantics and multi-feature analysis, ACCI can effectively capture deep semantic information of software packages and adapt to both high-dimensional and low-dimensional data. Through steps such as feature extraction, vectorization, subspace clustering, and anomaly detection, ACCI demonstrates high accuracy and robustness in detecting malicious PyPI packages. Experimental results show that ACCI can achieve a precision of 94.83 %, a recall rate of 96.64 %, and an F 1 score of 95.73 % with training using only benign data, significantly outperforming other methods. In addition, ablation experiments confirm the important contribution of each core component of ACCI to the overall performance.","","979-8-3315-7924-1","10.1109/DSC67331.2025.00043","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11360399","PyPI Package Anomaly Detection;Deep Semantics;Multi-feature Analysis;Subspace Clustering","Training;Codes;Software packages;Trees (botanical);Semantics;Clustering algorithms;Syntactics;Feature extraction;Robustness;Anomaly detection","","","","17","IEEE","28 Jan 2026","15-17 Aug. 2025","15-17 Aug. 2025","IEEE","IEEE Conferences"
"Numba-accelerated parameter estimation for artificial pancreas applications","M. Siket; L. Dénes-Fazakas; L. Kovács; G. Eigner","Physiological Controls Research Center, Óbuda University, Hungary; Physiological Controls Research Center, Óbuda University, Hungary; Physiological Controls Research Center, Óbuda University, Hungary; John von Neumann Faculty of Informatics, Biomatics and Applied Artificial Intelligence Institute, óbuda University, Hungary",2022 IEEE 20th Jubilee International Symposium on Intelligent Systems and Informatics (SISY),"13 Feb 2023","2022","","","279","284","General-purpose computing on graphics processing units (GPU) has gained more attention over the last years in scientific computing. Tasks like population-based optimizations are widely used and can be efficiently parallelized. While Python is considered generally “slow”, it is one of the most popular programming languages. In this study, we evaluate the acceleration possibilities of a parameter estimation problem based on optimization utilizing the Numba library on the central processing unit (CPU) and on the GPU. Runtimes indicate that Numba achieves high runtime improvements with little modifications in the syntax. On the other hand, utilization of the GPU is beneficial when high parallelization can be guaranteed and using cloud computing platforms.","1949-0488","978-1-6654-8988-1","10.1109/SISY56759.2022.10036259","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10036259","","Cloud computing;Runtime;Parameter estimation;Scientific computing;Graphics processing units;Syntactics;Central Processing Unit","","1","","21","IEEE","13 Feb 2023","15-17 Sept. 2022","15-17 Sept. 2022","IEEE","IEEE Conferences"
"Accelerating the Multi-Objective Optimization of Crystallization Process using High Fidelity Population Balance Model Under NUMBA CUDA Environment","A. Rangavajhala; A. Tadepalli; K. Mitra","Dept. of Chemical Engineering, Indian Institute of Technology, Hyderabad, Hyderabad, Telangana, India; Dept. of Chemical Engineering, Indian Institute of Technology, Hyderabad, Hyderabad, Telangana, India; Dept. of Chemical Engineering, Indian Institute of Technology, Hyderabad, Hyderabad, Telangana, India",2024 Tenth Indian Control Conference (ICC),"21 Feb 2025","2024","","","428","433","Crystallization is one of the majorly used separation techniques owing to its high efficiency and ease of operation. The optimization of the crystallization process involves the high-fidelity population balance models, thereby significantly increasing the computational complexity. This study, therefore, explores the acceleration of the Non-Dominated Sorting Genetic Algorithm II (NSGA-II) using NUMBA CUDA for multi-objective optimization for crystallization of ortho-amino benzoic acid. By harnessing GPU parallel processing, significant reductions in computation time are achieved, particularly for large populations and complex optimization problems. The GPU-accelerated NSGA-II algorithm in the optimization of ortho amino benzoic acid crystallization demonstrates significant performance boost by reducing the time by 122 times without any reduction in the solution quality. This research, therefore, underscores the potential of GPU acceleration in evolutionary algorithms and sets the stage for further advancements in high-performance parallelized optimization techniques, promising significant improvements in real-time optimization scenarios.","","979-8-3315-1721-2","10.1109/ICC64753.2024.10883754","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10883754","Non-Dominated Sorting Genetic Algorithm;Multi-Objective Optimization;Crystallization;Graphical Processing Unit;Parallelization;NUMBA CUDA","Computational modeling;Graphics processing units;Process control;Optimization methods;Crystallization;Parallel processing;Real-time systems;Optimization;Sorting;Genetic algorithms","","1","","9","IEEE","21 Feb 2025","9-11 Dec. 2024","9-11 Dec. 2024","IEEE","IEEE Conferences"
"MoJo: a distance metric for software clusterings","V. Tzerpos; R. C. Holt","University of Toronto, Toronto, ONT, Canada; University of Waterloo, Waterloo, ONT, Canada",Sixth Working Conference on Reverse Engineering (Cat. No.PR00303),"6 Aug 2002","1999","","","187","193","The software clustering problem has attracted much attention recently, since it is an integral part of the process of reverse engineering large software systems. A key problem in this research is the difficulty in comparing different approaches in an objective fashion. In this paper, we present a metric, called MoJo (Move-Join), that can be used in evaluating the similarity of two different decompositions of a software system. Our metric calculates a distance between two partitions of the same set of software resources. We begin by introducing the model we use. Then we present a heuristic algorithm that calculates the distance in an efficient fashion. Finally, we discuss some experiments that showcase the performance of the algorithm and the effectiveness of the metric.","","0-7695-0303-9","10.1109/WCRE.1999.806959","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=806959","","Reverse engineering;Software systems;Electrical capacitance tomography;Hardware;Software measurement;System testing;Feedback","","105","","13","IEEE","6 Aug 2002","8-8 Oct. 1999","8-8 Oct. 1999","IEEE","IEEE Conferences"
"Dask & Numba: Simple libraries for optimizing scientific python code","J. Crist","Continuum Analytics, Austin, Texas",2016 IEEE International Conference on Big Data (Big Data),"6 Feb 2017","2016","","","2342","2343","Python is a high level language that is used by scientists for numeric computations. However, the performance of the language can be a hindrance when scaling to larger data sets, requiring some operations to be rewritten in a lower level language. To address this problem, we propose two libraries to allow numeric Python code to be optimized incrementally, requiring minimal changes. Here we describe Numba, a compiler for a subset of the Python language, and Dask, a flexible parallel programming library.","","978-1-4673-9005-7","10.1109/BigData.2016.7840867","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7840867","","Arrays;Libraries;Conferences;Big data;Syntactics;Complexity theory;Instruction sets","","11","","6","IEEE","6 Feb 2017","5-8 Dec. 2016","5-8 Dec. 2016","IEEE","IEEE Conferences"
"A Large-Scale Security-Oriented Static Analysis of Python Packages in PyPI","J. Ruohonen; K. Hjerppe; K. Rindell","University of Turku, Finland; University of Turku, Finland; University of Turku, Finland","2021 18th International Conference on Privacy, Security and Trust (PST)","21 Dec 2021","2021","","","1","10","Different security issues are a common problem for open source packages archived to and delivered through software ecosystems. These often manifest themselves as software weaknesses that may lead to concrete software vulnerabilities. This paper examines various security issues in Python packages with static analysis. The dataset is based on a snapshot of all packages stored to the Python Package Index (PyPI). In total, over 197 thousand packages and over 749 thousand security issues are covered. Even under the constraints imposed by static analysis, (a) the results indicate prevalence of security issues; at least one issue is present for about 46% of the Python packages. In terms of the issue types, (b) exception handling and different code injections have been the most common issues. The subprocess module stands out in this regard. Reflecting the generally small size of the packages, (c) software size metrics do not predict well the amount of issues revealed through static analysis. With these results and the accompanying discussion, the paper contributes to the field of large-scale empirical studies for better understanding security problems in software ecosystems.","","978-1-6654-0184-5","10.1109/PST52912.2021.9647791","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9647791","Bug;defect;issue;smell;vulnerability;weakness;repository;ecosystem;static analysis;linting;Bandit;PyPI","Measurement;Privacy;Codes;Ecosystems;Static analysis;Software;Security","","37","","80","IEEE","21 Dec 2021","13-15 Dec. 2021","13-15 Dec. 2021","IEEE","IEEE Conferences"
"Automated Detection and Mitigation of Malicious Packages in the PyPI Ecosystem and .exe Files: PyGuardEX","M. Gandhi; M. Patel; H. Bhadra; S. Verma","Department of Information Technology, MPSTME, NMIMS University, Mumbai, India; Department of Information Technology, MPSTME, NMIMS University, Mumbai, India; Department of Information Technology, MPSTME, NMIMS University, Mumbai, India; Department of Information Technology, MPSTME, NMIMS University, Mumbai, India",2024 First International Conference for Women in Computing (InCoWoCo),"6 Feb 2025","2024","","","1","9","The rapid growth of open-source ecosystems such as PyPI has significantly increased the risk of malicious packages infiltrating and affecting the software supply chains. Attackers often disguise malicious code as legitimate packages, creating severe security threats for end-users. Existing detection methods, mainly signature-based approaches, struggle to detect sophisticated, obfuscated, or dynamically executed malware. To address this growing threat, we propose a machine learning-based tool that scans Python packages and executables to detect malicious behaviours. Our approach leverages, a web-based detection tool PyGuardEX, extracts features, including entropy, and classifies them according to their severity, to provides relevant and detailed information about the malware to prevent future attacks. We present a static, automated malware detection framework that generates real-time alerts, calculates risk scores, and suggests actionable countermeasures. The tool also integrates and displays a constantly updating malware library, providing insights into the latest threats. We validate and test our framework against a wide range of malicious and benign package datasets, and try to achieve high detection accuracy and significantly reduce false positives. Our system can potentially enhance the security of Python's open-source ecosystem, as well as in. exe files providing developers with an efficient tool to mitigate risks posed by malicious packages.","","979-8-3315-1894-3","10.1109/InCoWoCo64194.2024.10863220","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10863220","Machine Learning;Malware Detection;PyPI Ecosystem;Executable Files (.exe);Malicious Packages","Accuracy;Prevention and mitigation;Ecosystems;Supply chains;Feature extraction;Malware;Real-time systems;Security;Python;Testing","","3","","25","IEEE","6 Feb 2025","14-15 Nov. 2024","14-15 Nov. 2024","IEEE","IEEE Conferences"
"CHASE: LLM Agents for Dissecting Malicious PyPI Packages","T. Toda; T. Mori","Department of Computer Science and Engineering, Waseda University, Tokyo, Japan; Department of Computer Science and Engineering, Waseda University, Tokyo, Japan",2025 2nd IEEE/ACM International Conference on AI-powered Software (AIware),"19 Jan 2026","2025","","","01","10","Modern software package registries like PyPI have become critical infrastructure for software development, but are increasingly exploited by threat actors distributing malicious packages with sophisticated multi-stage attack chains. While Large Language Models (LLMs) offer promising capabilities for automated code analysis, their application to security-critical malware detection faces fundamental challenges, including hallucination and context confusion, which can lead to missed detections or false alarms. We present CHASE (Collaborative Hierarchical Agents for Security Exploration), a high-reliability multiagent architecture that addresses these limitations through a Plan-and-Execute coordination model, specialized Worker Agents focused on specific analysis aspects, and integration with deterministic security tools for critical operations. Our key insight is that reliability in LLM-based security analysis emerges not from improving individual model capabilities but from architecting systems that compensate for LLM weaknesses while leveraging their semantic understanding strengths. Evaluation on a dataset of $\mathbf{3, 0 0 0}$ packages ($\mathbf{5 0 0}$ malicious, $\mathbf{2, 5 0 0}$ benign) demonstrates that CHASE achieves 98.4 % recall with only 0.08 % false positive rate, while maintaining a practical median analysis time of 4.5 minutes per package, making it suitable for operational deployment in automated package screening. Furthermore, we conducted a survey with cybersecurity professionals to evaluate the generated analysis reports, identifying their key strengths and areas for improvement. This work provides a blueprint for building reliable AI-powered security tools that can scale with the growing complexity of modern software supply chains. Our project page is available at: https://t0d4.github.io/CHASE-AIware25/","","979-8-3315-8269-2","10.1109/AIware69974.2025.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11334439","PyPI;Malicious Packages;LLM Agent","Surveys;Analytical models;Software packages;Supply chains;Semantics;Buildings;Malware;Software reliability;Security;Software development management","","","","45","IEEE","19 Jan 2026","19-20 Nov. 2025","19-20 Nov. 2025","IEEE","IEEE Conferences"
"Revisiting the QUT-DV25 Benchmark: Interpretable Feature-Fused Models for PyPI Malware Detection","S. R. Wasi; S. I. Hira","Dept. Computer Science and engineering, International Islamic University Chittagong, Chattogram, Bangladesh; Dept. Computer Science and engineering, International Islamic University Chittagong, Chattogram, Bangladesh","2026 IEEE 2nd International Conference on Quantum Photonics, Artificial Intelligence & Networking (QPAIN)","11 Jun 2026","2026","","","1","6","Software supply chain attacks on repositories like the Python Package Index (PyPI) are becoming more common and more advanced. This makes automated detection increasingly important. While benchmarks such as QUT-DV25 have provided a strong starting point, many rely on limited features or complex deep learning models that are hard to interpret. In this study, we take a fresh look at the QUT-DV25 benchmark. We rebuild it by merging six types of behavioral traces into one comprehensive, unfiltered dataset. Using this data, a Gradient Boosting model achieved a 99.53% detection accuracy—5.42% better than the original baseline—and lowered the False Negative Rate to under 0.4%. Our results show the total amount of activity is a stronger indicator of malicious intent than the order in which actions occur. This explains why sequential models like LSTMs (which reached just 87.78% accuracy) perform worse in this setting. We also used SHAP (SHapley Additive exPlanations) analysis to reveal a practical “malware fingerprint” that features unusual dependencies and high network activity, consistent with threats like W4SP Stealer. Overall, our findings suggest that clear, feature-based approaches can be highly effective while remaining easy for analysts to interpret.","","979-8-3315-4990-9","10.1109/QPAIN69676.2026.11545547","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11545547","Malware Detection;PyPI;Software Supply Chain Security;Feature Engineering;Explainable AI (XAI);SHAP","Modeling;Malware;Boosting;Printing;Accuracy;Signal detection;Long short term memory;Packaging;Training;Transformers","","","","22","IEEE","11 Jun 2026","16-18 April 2026","16-18 April 2026","IEEE","IEEE Conferences"
"How Maintainable is Proficient Code? A Case Study of Three PyPI Libraries","I. Febriyanti; Y. Fan; K. Shimari; K. Matsumoto; R. G. Kula","Nara Institute of Science and Technology, Nara, Japan; Nara Institute of Science and Technology, Nara, Japan; Nara Institute of Science and Technology, Nara, Japan; Nara Institute of Science and Technology, Nara, Japan; Osaka University, Osaka, Japan",2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW),"3 Dec 2024","2024","","","103","104","Python is very popular because it can be used for a wider audience of developers, data scientists, machine learning experts and so on. Like other programming languages, there are beginner to advanced levels of writing Python code. However, like all software, code constantly needs to be maintained as bugs and the need for new features emerge. Although the Zen of Python states that ""Simple is better than complex."" However, we hypothesize that more elegant and proficient code might be harder for the developer to maintain. To study this relationship between the understanding of code maintainability and code proficiency, we present an exploratory study into the complexity of Python code on three Python libraries. Specifically, we investigate the risk level of proficient code inside a file. As a starting point, we mined and collected the proficiency of code from three PyPI libraries totaling 3,003 files. We identified several instances of high proficient code that was also high risk, with examples being simple list comprehensions, ‘enumerate’ calls, generator expressions, simple dictionary comprehensions, and the ‘super’ function. Our early examples revealed that most code-proficient development presented a low maintainability risk, yet there are some cases where proficient code is also risky to maintenance. We envision that the study should help developers identify scenarios where and when using proficient code might be detrimental to future code maintenance activities.","2994-810X","979-8-3503-6704-1","10.1109/ISSREW63542.2024.00056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10771176","proficient code;software maintainability","Codes;Dictionaries;Conferences;Genetic expression;Machine learning;Libraries;Software;Maintenance;Software reliability;Python","","1","","6","IEEE","3 Dec 2024","28-31 Oct. 2024","28-31 Oct. 2024","IEEE","IEEE Conferences"
"Scavenging PyPi for VLSI Packages","G. K. Kranas; A. N. Dadaliaris; P. Oikonomou; M. Dossis","CS & Telecommunications Dept, University of Thessaly, Lamia, Greece; CS & Telecommunications Dept, University of Thessaly, Lamia, Greece; CS & Telecommunications Dept, University of Thessaly, Lamia, Greece; Computer Science Dept, University of Western Macedonia, Kastoria, Greece","2022 7th South-East Europe Design Automation, Computer Engineering, Computer Networks and Social Media Conference (SEEDA-CECNSM)","1 Nov 2022","2022","","","1","6","Application Specific Integrated Circuits and Field Programmable Gate Arrays as well as their respective design flows have been the focus of many studies. As such the use of EDA tools becomes a necessity while researchers develop and test their proposals. Most of these tools are proprietary, rendering them cost inefficient and sometimes redundant due to their commercial nature, especially for academic use. In our paper we present and briefly describe a few open-source alternatives hosted in PyPI, a software repository for Python related projects, and we evaluate them in terms of their application field, development stage as well as their community evaluation.","","979-8-3503-9858-8","10.1109/SEEDA-CECNSM57760.2022.9932969","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9932969","vlsi;asic;fpga;eda tools;python","Design automation;Social networking (online);Europe;Very large scale integration;Logic gates;Rendering (computer graphics);Software","","","","40","IEEE","1 Nov 2022","23-25 Sept. 2022","23-25 Sept. 2022","IEEE","IEEE Conferences"
"A Cython Bound Tracklet- Tracklet Correlation for Resident Space Objects","K. Rack; S. Schmitz; M. Stoffers; B. Hofmann; M. Meinel; H. Fiedler; T. Schildknecht","Department High-Performance Computing, Institute for Software Technology, German Aerospace Center, Linder Hohe, Koln, Germany; Department High-Performance Computing, Institute for Software Technology, German Aerospace Center, Linder Hohe, Koln, Germany; Department High-Performance Computing, Institute for Software Technology, German Aerospace Center, Linder Hohe, Koln, Germany; Department Space Flight Technology, Institute for Space Operations and Astronaut Training German Aerospace Center, Weßling, Germany; Department Intelligent and Distributed Systems, Institute for Software Technology German Aerospace Center, Berlin, Germany; Department Space Flight Technology, Institute for Space Operations and Astronaut Training German Aerospace Center, Weßling, Germany; Astronomical Institute University of Bern, Bern, Switzerland",2023 IEEE Aerospace Conference,"15 May 2023","2023","","","1","16","Almost all humankind depends on satellite technology orbiting the Earth. However, space operations are increasingly endangered by the rapidly growing number of orbiting objects and debris. To avoid collisions with debris particles and to keep the space infrastructure alive, it is mandatory to monitor cooperative and uncooperative resident space objects. For this purpose, we are developing a software system called Backbone Catalogue of Relational Debris Information (BACARDI). It provides a database with orbit information of resident space objects and related products like ephemerides, which enables us to derive close approaches and provide collision warnings. The challenge is to detect, identify and track new resident space objects that were recently launched, created by fragmentations and collisions or recently observed due to improved sensor tech-nologies. Typically, passive optical telescopes observe objects for a relatively short time. A short time series of observation is called a tracklet. To derive the full orbit of an object, at least a pair of tracklets is needed. In case the tracklets cannot be associated to an already known object, it should therefore be identified which tracklets belong to the same object. The algorithm performing this task is called the Tracklet- Tracklet Correlation (TTC). Our aim is to integrate the TTC into BACARDI. Therefore, we have to consider that the individual algorithm meets different requirements than the overall software. On the one hand, BAC- ARDI is a software system that needs to be easily maintainable, extendable and usable and is thus written in Python. On the other hand, the TTC has to be computationally fast, which is why it is written in C++. To fulfil these opposing requirements, we present a successful linkage of a fast C++ based TTC to a Python-based BACARDI. To perform this task, we used the pro-gramming language Cython. The Cython syntax is a superset of the Python syntax and provides additional rules to address C-like performance. This allows us to introduce wrapper code with C++ performance and a Python interface. In this paper we show our course of action to re-engineer a prototype C++ code into a high-quality stand-alone Python- package. To ensure high quality, sustainability and long-term maintainability, our steps include the transformation to an object-oriented C++ code, the utilization of well-known C++ libraries and introducing a software engineering process. Our software engineering process includes, but is not limited to, a predetermined communication and management structure, change management process and automated quality control. This is mostly implemented by GitLab functionality, which is also used to analyze and demonstrate advantages of the software engineering process. Moreover, we prove that it is highly useful to combine C++ code with Python by comparing the performance of a Cython-wrapped implementation and a pure Python implementation of the same algorithm, both in serial and in parallel. All of this is demonstrated on a large data set of real observations provided by SMARTnet. Our procedure can serve as a template for everyone who faces a similar challenge.","1095-323X","978-1-6654-9032-0","10.1109/AERO55745.2023.10115638","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10115638","","Space vehicles;Codes;Correlation;Software algorithms;C++ languages;Object recognition;Task analysis","","","","26","IEEE","15 May 2023","4-11 March 2023","4-11 March 2023","IEEE","IEEE Conferences"
"MOJO: MOtion Pattern Learning and JOint-Based Fine-Grained Mining for Person Re-Identification Based on 4D LiDAR Point Clouds","Z. Lu; C. Wen; M. Cheng; C. Wang","Fujian Key Laboratory of Sensing and Computing for Smart Cities, School of Informatics, Xiamen University, Xiamen, Fujian, China; Fujian Key Laboratory of Sensing and Computing for Smart Cities, School of Informatics, Xiamen University, Xiamen, Fujian, China; Fujian Key Laboratory of Sensing and Computing for Smart Cities, School of Informatics, Xiamen University, Xiamen, Fujian, China; Fujian Key Laboratory of Sensing and Computing for Smart Cities, School of Informatics, Xiamen University, Xiamen, Fujian, China",IEEE Transactions on Information Forensics and Security,"3 Oct 2025","2025","20","","10288","10300","Person Re-identification (ReID) primarily involves the extraction of discriminative representations derived from morphological characteristics, gait patterns, and related attributes. While camera-based Person ReID methods yield notable results, their reliability diminishes in scenarios involving long distances and limited illumination. LiDAR enables the precise acquisition of human point cloud sequences across extended distances, unaffected by variations in lighting or similar factors. Nevertheless, current LiDAR-based Person ReID techniques are limited to static measurements, rendering them susceptible to perturbations from attire variations, occlusions, and similar confounding factors. To address these issues, this manuscript introduces MOJO, which is applied to 4D LiDAR point clouds to extract unique motion patterns specific to individuals. To characterize the motion patterns across two consecutive point cloud frames, MOJO employs optimal transport to compute point-wise motion vectors, thereby enabling the identification of discriminative implicit motion information. To mitigate the attenuation of point cloud density induced by self-occlusion during dynamic motion, MOJO leverages inverse point-wise flow information to integrate forward frames, thereby yielding a comprehensive representation, whilst concurrently ameliorating the effects of heterogeneous density distribution within localized regions of the 4D point cloud data. Additionally, the inherent unordered nature and sparsity of 4D point clouds present significant obstacles to capturing discriminative features. We develop the 3D joint graph to extract scalable fine-grained traits and employ the joint pyramid pooling module to conduct hierarchical spatiotemporal aggregation across the 4D point clouds. Extensive experimental evaluations demonstrate that MOJO achieves state-of-the-art (SOTA) accuracy on the LReID dataset (for LiDAR-based Person Re-identification) and SUSTech1k dataset (for LiDAR-based Gait Recognition) without any pre-training while exhibiting robust performance across various point cloud densities. Our code will be available at https://github.com/O-VIGIA/MOJO","1556-6021","","10.1109/TIFS.2025.3614500","National Natural Science Foundation of China(grant numbers:62171393); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11180109","LiDAR-based human identification;4D point clouds processing","Point cloud compression;Feature extraction;Laser radar;Lighting;Skeleton;Data mining;Three-dimensional displays;Graph neural networks;Convolutional neural networks;Training","","2","","71","IEEE","25 Sep 2025","2025","","IEEE","IEEE Journals"
"An optimal algorithm for MoJo distance","Zhihua Wen; V. Tzerpos","York University, Toronto, ONT, Canada; York University, Toronto, ONT, Canada","11th IEEE International Workshop on Program Comprehension, 2003.","21 May 2003","2003","","","227","235","Effective comparison of different decompositions of a software system is integral for the evaluation of software clustering algorithms. One of the approaches that has been developed to tackle this issue is the MoJo distance measure. The original algorithm for the computation of MoJo distance was a heuristic one that only approximated the exact value. In this paper we introduce an algorithm that calculates the exact distance in polynomial time. We also present experiments that showcase that the new algorithm calculates MoJo distance more accurately and efficiently than before.","1092-8138","0-7695-1883-4","10.1109/WPC.2003.1199206","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1199206","","Clustering algorithms;Software systems;Software algorithms;Polynomials;Software performance;Inspection;Information theory;Particle measurements;Software measurement;Stability","","22","","17","IEEE","21 May 2003","10-11 May 2003","10-11 May 2003","IEEE","IEEE Conferences"
