Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Momba: JANI Meets Python,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-030-72013-1_23,Maximilian A. KöhlMichaela KlauckHolger Hermanns,2021,https://link.springer.com/chapter/10.1007/978-3-030-72013-1_23,Conference paper
Advanced testing and debugging support for reactive executable DSLs,Software and Systems Modeling,,,,10.1007/s10270-022-01025-w,Faezeh KhorramErwan BousseJean-Marie MottuGerson Sunyé,2022,https://link.springer.com/article/10.1007/s10270-022-01025-w,Article
"Excluding code from test coverage: practices, motivations, and impact",Empirical Software Engineering,,,,10.1007/s10664-022-10259-7,Andre Hora,2022,https://link.springer.com/article/10.1007/s10664-022-10259-7,Article
Randomized reachability analysis in UPPAAL: fast error detection in timed systems,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-022-00681-z,Andrej KivirigaKim Guldstrand LarsenUlrik Nyman,2022,https://link.springer.com/article/10.1007/s10009-022-00681-z,Article
Parallel and&#xa0;Incremental Verification of&#xa0;Hybrid Automata with&#xa0;Ray and&#xa0;Verse,Automated Technology for Verification and Analysis,,,,10.1007/978-3-031-45329-8_5,Haoqing ZhuYangge LiKeyi ShenSayan Mitra,2023,https://link.springer.com/chapter/10.1007/978-3-031-45329-8_5,Conference paper
Decision Tree Regression Analysis of Proposed Metric Suite for Software Fault Prediction,SN Computer Science,,,,10.1007/s42979-023-02386-9,Gurmeet KaurJyoti PruthiParul Gandhi,2023,https://link.springer.com/article/10.1007/s42979-023-02386-9,Article
Formal methods and tools for industrial critical systems,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-022-00660-4,Maurice H. ter BeekKim G. LarsenDejan NičkovićTim A. C. Willemse,2022,https://link.springer.com/article/10.1007/s10009-022-00660-4,Article
Unified verification and monitoring of executable UML specifications,Software and Systems Modeling,,,,10.1007/s10270-021-00923-9,Valentin BesnardCiprian TeodorovFrédéric JouaultMatthias BrunPhilippe Dhaussy,2021,https://link.springer.com/article/10.1007/s10270-021-00923-9,Article
Studying the characteristics of AIOps projects on GitHub,Empirical Software Engineering,,,,10.1007/s10664-023-10382-z,Roozbeh AghiliHeng LiFoutse Khomh,2023,https://link.springer.com/article/10.1007/s10664-023-10382-z,Article
Kratos2: An SMT-Based Model Checker for&#xa0;Imperative Programs,Computer Aided Verification,,,,10.1007/978-3-031-37709-9_20,Alberto GriggioMartin Jonáš,2023,https://link.springer.com/chapter/10.1007/978-3-031-37709-9_20,Conference paper
Verified Functional Programming of an Abstract Interpreter,Static Analysis,,,,10.1007/978-3-030-88806-0_6,Lucas FranceschinoDavid PichardieJean-Pierre Talpin,2021,https://link.springer.com/chapter/10.1007/978-3-030-88806-0_6,Conference paper
Spotlight Abstraction in Model Checking Real-Time Task Schedulability,Model Checking Software,,,,10.1007/978-3-030-84629-9_4,Madoda NxumaloNils TimmStefan Gruner,2021,https://link.springer.com/chapter/10.1007/978-3-030-84629-9_4,Conference paper
Formal modeling and verification for amplification timing anomalies in the superscalar TriCore architecture,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-022-00655-1,Benjamin BinderMihail AsavoaeFlorian BrandnerBelgacem Ben HediaMathieu Jan,2022,https://link.springer.com/article/10.1007/s10009-022-00655-1,Article
Insights into cloud autoscaling: a unique perspective through MDP and DTMC formal models,The Journal of Supercomputing,,,,10.1007/s11227-023-05665-7,Siti Nuraishah Agos JawaddiAzlan IsmailMuhammad Nur Haziq Mohammad HattaAnis Faqihah Kamarulzaman,2023,https://link.springer.com/article/10.1007/s11227-023-05665-7,Article
AALpy: an active automata learning library,Innovations in Systems and Software Engineering,,,,10.1007/s11334-022-00449-3,Edi MuškardinBernhard K. AichernigIngo PillAndrea PferscherMartin Tappler,2022,https://link.springer.com/article/10.1007/s11334-022-00449-3,Article
Static test flakiness prediction: How Far Can We Go?,Empirical Software Engineering,,,,10.1007/s10664-022-10227-1,Valeria PontilloFabio PalombaFilomena Ferrucci,2022,https://link.springer.com/article/10.1007/s10664-022-10227-1,Article
An empirical assessment of machine learning approaches for triaging reports of static analysis tools,Empirical Software Engineering,,,,10.1007/s10664-022-10253-z,Sai YerramreddyAustin MordahlUgur KocShiyi WeiJeffrey S. FosterMarine CarpuatAdam A. Porter,2023,https://link.springer.com/article/10.1007/s10664-022-10253-z,Article
Styler: learning formatting conventions to repair Checkstyle violations,Empirical Software Engineering,,,,10.1007/s10664-021-10107-0,Benjamin LoriotFernanda MadeiralMartin Monperrus,2022,https://link.springer.com/article/10.1007/s10664-021-10107-0,Article
Residual Runtime Verification via&#xa0;Reachability Analysis,"Verified Software. Theories, Tools and Experiments.",,,,10.1007/978-3-031-25803-9_9,Chukri SoueidiYliès Falcone,2023,https://link.springer.com/chapter/10.1007/978-3-031-25803-9_9,Conference paper
Lincheck: A Practical Framework for&#xa0;Testing Concurrent Data Structures on&#xa0;JVM,Computer Aided Verification,,,,10.1007/978-3-031-37706-8_8,Nikita KovalAlexander FedorovMaria SokolovaDmitry TsitelovDan Alistarh,2023,https://link.springer.com/chapter/10.1007/978-3-031-37706-8_8,Conference paper
Symbolic Abstract Heaps for&#xa0;Polymorphic Information-Flow Guard Inference,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-031-24950-1_4,Nicolas BerthierNarges Khakpour,2023,https://link.springer.com/chapter/10.1007/978-3-031-24950-1_4,Conference paper
A Two-Step Approach to Boost Neural Network Generalizability in Predicting Defective Software,ITNG 2023 20th International Conference on Information Technology-New Generations,,,,10.1007/978-3-031-28332-1_5,Alexandre NascimentoVinicius Veloso de MeloMarcio BasgaluppLuis Alberto Viera Dias,2023,https://link.springer.com/chapter/10.1007/978-3-031-28332-1_5,Conference paper
Language support for verifying reconfigurable interacting systems,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-023-00729-8,Yehia Abd AlrahmanShaun AzzopardiLuca Di StefanoNir Piterman,2023,https://link.springer.com/article/10.1007/s10009-023-00729-8,Article
A Pragmatic Approach to&#xa0;Stateful Partial Order Reduction,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-031-24950-1_7,Berk CirisciConstantin EneaAzadeh FarzanSuha Orhun Mutluergil,2023,https://link.springer.com/chapter/10.1007/978-3-031-24950-1_7,Conference paper
Comparison of open-source runtime testing tools for microservices,Software Quality Journal,,,,10.1007/s11219-022-09583-4,Juan P. SotomayorSai Chaithra AllalaDionny SantiagoTariq M. KingPeter J. Clarke,2022,https://link.springer.com/article/10.1007/s11219-022-09583-4,Article
Interpreting Knowledge-based Programs,Programming Languages and Systems,,,,10.1007/978-3-031-30044-8_10,Alexander KnappHeribert MühlbergerBernhard Reus,2023,https://link.springer.com/chapter/10.1007/978-3-031-30044-8_10,Conference paper
Stream runtime verification of real-time event streams with the Striver language,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-021-00605-3,Felipe GorostiagaCésar Sánchez,2021,https://link.springer.com/article/10.1007/s10009-021-00605-3,Article
Model Checking B Models via&#xa0;High-Level Code Generation,Formal Methods  and Software Engineering,,,,10.1007/978-3-031-17244-1_20,Fabian VuDominik BrandtMichael Leuschel,2022,https://link.springer.com/chapter/10.1007/978-3-031-17244-1_20,Conference paper
How Fitting is Your Abstract Domain?,Static Analysis,,,,10.1007/978-3-031-44245-2_14,Roberto GiacobazziIsabella MastroeniElia Perantoni,2023,https://link.springer.com/chapter/10.1007/978-3-031-44245-2_14,Conference paper
Small-Amp: Test amplification in a dynamically typed language,Empirical Software Engineering,,,,10.1007/s10664-022-10169-8,Mehrdad AbdiHenrique RochaSerge DemeyerAlexandre Bergel,2022,https://link.springer.com/article/10.1007/s10664-022-10169-8,Article
Execution trace analysis for a precise understanding of latency violations,Software and Systems Modeling,,,,10.1007/s10270-022-01076-z,Maysam ZoorLudovic ApvrilleRenaud PacaletSophie Coudert,2023,https://link.springer.com/article/10.1007/s10270-022-01076-z,Article
AppSPIN: reconfiguration-based responsiveness testing and diagnosing for Android Apps,Automated Software Engineering,,,,10.1007/s10515-022-00347-9,Zhanyao LeiWenhua ZhaoZhenkai DingMingyuan XiaZhengwei Qi,2022,https://link.springer.com/article/10.1007/s10515-022-00347-9,Article
Formally Verified EVM Block-Optimizations,Computer Aided Verification,,,,10.1007/978-3-031-37709-9_9,Elvira AlbertSamir GenaimDaniel KirchnerEnrique Martin-Martin,2023,https://link.springer.com/chapter/10.1007/978-3-031-37709-9_9,Conference paper
Bugs in machine learning-based systems: a faultload benchmark,Empirical Software Engineering,,,,10.1007/s10664-023-10291-1,Mohammad Mehdi MorovatiAmin NikanjamFoutse KhomhZhen Ming (Jack) Jiang,2023,https://link.springer.com/article/10.1007/s10664-023-10291-1,Article
Principles of&#xa0;Staged Static+Dynamic Partial Analysis,Static Analysis,,,,10.1007/978-3-031-22308-2_4,Aditya AnandManas Thakur,2022,https://link.springer.com/chapter/10.1007/978-3-031-22308-2_4,Conference paper
A microservice-based framework for multi-level testing of cyber-physical systems,Software Quality Journal,,,,10.1007/s11219-023-09639-z,Iñigo AldalurAitor ArrietaAitor AgirreGoiuria SagarduiMaite Arratibel,2023,https://link.springer.com/article/10.1007/s11219-023-09639-z,Article
Model Checking Python Programs with MSVL,Structured Object-Oriented Formal Language and Method,,,,10.1007/978-3-030-41418-4_15,Xinfeng ShuFengyun GaoWeiran GaoLili ZhangXiaobing WangLiang Zhao,2020,https://link.springer.com/chapter/10.1007/978-3-030-41418-4_15,Conference paper
Specification-Based Monitoring in&#xa0;C++,"Leveraging Applications of Formal Methods, Verification and Validation. Verification Principles",,,,10.1007/978-3-031-19849-6_5,Klaus Havelund,2022,https://link.springer.com/chapter/10.1007/978-3-031-19849-6_5,Conference paper
Formal Verification of a JavaCard Virtual Machine with Frama-C,Formal Methods,,,,10.1007/978-3-030-90870-6_23,Adel DjoudiMartin HánaNikolai Kosmatov,2021,https://link.springer.com/chapter/10.1007/978-3-030-90870-6_23,Conference paper
idDL2DL – Interval Syntax to&#xa0; $$d\mathcal {L}$$,Theoretical Aspects of Software Engineering,,,,10.1007/978-3-031-35257-7_14,Jaime SantosDaniel FigueiredoAlexandre Madeira,2023,https://link.springer.com/chapter/10.1007/978-3-031-35257-7_14,Conference paper
Property-Driven Code Obfuscations Reinterpreting Jones-Optimality in&#xa0;Abstract Interpretation,Static Analysis,,,,10.1007/978-3-031-22308-2_12,Roberto GiacobazziIsabella Mastroeni,2022,https://link.springer.com/chapter/10.1007/978-3-031-22308-2_12,Conference paper
Verifying Whiley Programs with Boogie,Journal of Automated Reasoning,,,,10.1007/s10817-022-09619-1,David J. PearceMark UttingLindsay Groves,2022,https://link.springer.com/article/10.1007/s10817-022-09619-1,Article
"A large-scale empirical study on mobile performance: energy, run-time and memory",Empirical Software Engineering,,,,10.1007/s10664-023-10391-y,Rui RuaJoão Saraiva,2023,https://link.springer.com/article/10.1007/s10664-023-10391-y,Article
Formal verification process of the compliance of a multicore AUTOSAR OS,Software Quality Journal,,,,10.1007/s11219-023-09626-4,Imane HaurJean-Luc BéchennecOlivier H. Roux,2023,https://link.springer.com/article/10.1007/s11219-023-09626-4,Article
Error Localization for&#xa0;Sequential Effect Systems,Static Analysis,,,,10.1007/978-3-031-44245-2_16,Colin S. GordonChaewon Yun,2023,https://link.springer.com/chapter/10.1007/978-3-031-44245-2_16,Conference paper
Reasoning About Regular Properties: A Comparative Study,Automated Deduction – CADE 29,,,,10.1007/978-3-031-38499-8_17,Tomáš FiedorLukáš HolíkMartin HruškaAdam RogalewiczJuraj SíčPavol Vargovčík,2023,https://link.springer.com/chapter/10.1007/978-3-031-38499-8_17,Conference paper
Explaining Safety Violations in Real-Time Systems,Formal Modeling and Analysis of Timed Systems,,,,10.1007/978-3-030-85037-1_7,Thomas MariThao DangGregor Gössler,2021,https://link.springer.com/chapter/10.1007/978-3-030-85037-1_7,Conference paper
PerformERL: a performance testing framework for erlang,Distributed Computing,,,,10.1007/s00446-022-00429-7,Walter CazzolaFrancesco CesariniLuca Tansini,2022,https://link.springer.com/article/10.1007/s00446-022-00429-7,Article
Optimizing Trans-Compilers in&#xa0;Runtime Verification Makes Sense – Sometimes,Theoretical Aspects of Software Engineering,,,,10.1007/978-3-031-10363-6_14,Hannes KallwiesMartin LeuckerMeiko PrilopMalte Schmitz,2022,https://link.springer.com/chapter/10.1007/978-3-031-10363-6_14,Conference paper
Building an open-source system test generation tool: lessons learned and empirical analyses with EvoMaster,Software Quality Journal,,,,10.1007/s11219-023-09620-w,Andrea ArcuriMan ZhangAsma BelhadiBogdan MarculescuAmid GolmohammadiJuan Pablo GaleottiSusruthan Seran,2023,https://link.springer.com/article/10.1007/s11219-023-09620-w,Article
Jajapy: A Learning Library for&#xa0;Stochastic Models,Quantitative Evaluation of Systems,,,,10.1007/978-3-031-43835-6_3,Raphaël ReynouardAnna IngólfsdóttirGiovanni Bacci,2023,https://link.springer.com/chapter/10.1007/978-3-031-43835-6_3,Conference paper
A Thread-Safe Term Library,"Leveraging Applications of Formal Methods, Verification and Validation. Verification Principles",,,,10.1007/978-3-031-19849-6_25,Jan Friso GrooteMaurice LaveauxP. H. M. van Spaendonck,2022,https://link.springer.com/chapter/10.1007/978-3-031-19849-6_25,Conference paper
"Time for All Programs, Not Just Real-Time Programs","Leveraging Applications of Formal Methods, Verification and Validation",,,,10.1007/978-3-030-89159-6_15,Edward A. LeeMarten Lohstroh,2021,https://link.springer.com/chapter/10.1007/978-3-030-89159-6_15,Conference paper
What constitutes debugging? An exploratory study of debugging episodes,Empirical Software Engineering,,,,10.1007/s10664-023-10352-5,Abdulaziz AlaboudiThomas D. LaToza,2023,https://link.springer.com/article/10.1007/s10664-023-10352-5,Article
A multi-model framework for semantically enhancing detection of quality-related bug report descriptions,Empirical Software Engineering,,,,10.1007/s10664-022-10280-w,Rrezarta KrasniqiHyunsook Do,2023,https://link.springer.com/article/10.1007/s10664-022-10280-w,Article
AMT: A Runtime Verification Tool of&#xa0;Video Streams,Runtime Verification,,,,10.1007/978-3-031-44267-4_16,Valentin BesnardMathieu HuetStoyan BivolarovNourredine SaadiGuillaume Cornard,2023,https://link.springer.com/chapter/10.1007/978-3-031-44267-4_16,Conference paper
Coverage visualization and analysis of net inscriptions in coloured Petri net models,Innovations in Systems and Software Engineering,,,,10.1007/s11334-023-00528-z,Faustin AhishakiyeJosé Ignacio Requeno JaraboLars Michael KristensenVolker Stolz,2023,https://link.springer.com/article/10.1007/s11334-023-00528-z,Article
Assessing the specification of modelling language semantics: a study on UML PSSM,Software Quality Journal,,,,10.1007/s11219-023-09617-5,Márton ElekesVince MolnárZoltán Micskei,2023,https://link.springer.com/article/10.1007/s11219-023-09617-5,Article
"Logics for Extensional, Locally Complete Analysis via Domain Refinements",Programming Languages and Systems,,,,10.1007/978-3-031-30044-8_1,Flavio AscariRoberto BruniRoberta Gori,2023,https://link.springer.com/chapter/10.1007/978-3-031-30044-8_1,Conference paper
Checking security compliance between models and code,Software and Systems Modeling,,,,10.1007/s10270-022-00991-5,Katja TumaSven PeldszusDaniel StrüberRiccardo ScandariatoJan Jürjens,2022,https://link.springer.com/article/10.1007/s10270-022-00991-5,Article
Automated Property-Based Testing from&#xa0;AADL Component Contracts,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-031-43681-9_8,John HatcliffJason BeltRobbyJacob LeggDanielle StewartTodd Carpenter,2023,https://link.springer.com/chapter/10.1007/978-3-031-43681-9_8,Conference paper
GBGallery : A benchmark and framework for game testing,Empirical Software Engineering,,,,10.1007/s10664-022-10158-x,Zhuo LiYuechen WuLei MaXiaofei XieYingfeng ChenChangjie Fan,2022,https://link.springer.com/article/10.1007/s10664-022-10158-x,Article
eMOP: A Maven Plugin for&#xa0;Evolution-Aware Runtime Verification,Runtime Verification,,,,10.1007/978-3-031-44267-4_20,Ayaka YorihiroPengyue JiangValeria MarquésBenjamin CarletonOwolabi Legunsen,2023,https://link.springer.com/chapter/10.1007/978-3-031-44267-4_20,Conference paper
"<span>AIBugHunter</span>: A Practical tool for predicting, classifying and repairing software vulnerabilities",Empirical Software Engineering,,,,10.1007/s10664-023-10346-3,Michael FuChakkrit TantithamthavornTrung LeYuki KumeVan NguyenDinh PhungJohn Grundy,2023,https://link.springer.com/article/10.1007/s10664-023-10346-3,Article
Afra: An Eclipse-Based Tool with&#xa0;Extensible Architecture for&#xa0;Modeling and&#xa0;Model Checking of&#xa0;Rebeca Family Models,Fundamentals of Software Engineering,,,,10.1007/978-3-031-42441-0_6,Ehsan KhamespanahMarjan SirjaniRamtin Khosravi,2023,https://link.springer.com/chapter/10.1007/978-3-031-42441-0_6,Conference paper
A formal component model for UML based on CSP aiming at compositional verification,Software and Systems Modeling,,,,10.1007/s10270-023-01127-z,Flávia FalcãoLucas LimaAugusto SampaioPedro Antonino,2023,https://link.springer.com/article/10.1007/s10270-023-01127-z,Article
A generic framework for representing and analyzing model concurrency,Software and Systems Modeling,,,,10.1007/s10270-022-01073-2,Steffen ZschalerErwan BousseJulien DeantoniBenoit Combemale,2023,https://link.springer.com/article/10.1007/s10270-022-01073-2,Article
Utilizing Rail Traffic Control Simulator in&#xa0;Verified Software Development Courses,"Composability, Comprehensibility and Correctness of Working Software",,,,10.1007/978-3-031-42833-3_4,Štefan Korečko,2023,https://link.springer.com/chapter/10.1007/978-3-031-42833-3_4,Conference paper
LISSU: Continuous Monitoring of SOA Communication with Constraint-Based Validation,SN Computer Science,,,,10.1007/s42979-022-01170-5,Johannes Theissen-LippMoritz KrögerBenedikt HeinrichsStefan Decker,2022,https://link.springer.com/article/10.1007/s42979-022-01170-5,Article
From Spot 2.0 to Spot 2.10: What’s New?,Computer Aided Verification,,,,10.1007/978-3-031-13188-2_9,Alexandre Duret-LutzEtienne RenaultMaximilien ColangeFlorian RenkinAlexandre Gbaguidi AissePhilipp Schlehuber-CaissierThomas MedioniAntoine MartinJérôme DuboisClément GillardHenrich Lauko,2022,https://link.springer.com/chapter/10.1007/978-3-031-13188-2_9,Conference paper
An Active Learning Approach to Synthesizing Program Contracts,Software Engineering and Formal Methods,,,,10.1007/978-3-031-47115-5_8,Sandip GhosalBengt JonssonPhilipp Rümmer,2023,https://link.springer.com/chapter/10.1007/978-3-031-47115-5_8,Conference paper
Automated test generation for <span>Scratch</span> programs,Empirical Software Engineering,,,,10.1007/s10664-022-10255-x,Adina DeinerPatric FeldmeierGordon FraserSebastian SchweiklWengran Wang,2023,https://link.springer.com/article/10.1007/s10664-022-10255-x,Article
RTMLton: An SML Runtime for Real-Time Systems,Practical Aspects of Declarative Languages,,,,10.1007/978-3-030-39197-3_8,Bhargav ShivkumarJeffrey MurphyLukasz Ziarek,2020,https://link.springer.com/chapter/10.1007/978-3-030-39197-3_8,Conference paper
Configurable Test System for RTOS,Programming and Computer Software,,,,10.1134/S0361768823040059,A. N. GodunovI. I. KhomenkovV. G. ShchepkovA. V. Khoroshilov,2023,https://link.springer.com/article/10.1134/S0361768823040059,Article
"Test smells 20 years later: detectability, validity, and reliability",Empirical Software Engineering,,,,10.1007/s10664-022-10207-5,Annibale PanichellaSebastiano PanichellaGordon FraserAnand Ashok SawantVincent J. Hellendoorn,2022,https://link.springer.com/article/10.1007/s10664-022-10207-5,Article
Description and Consistency Checking of Distributed Algorithms in UML Models Using Composite Structure and State Machine Diagrams,ITNG 2023 20th International Conference on Information Technology-New Generations,,,,10.1007/978-3-031-28332-1_23,Yu MantaKatsumi Wasaki,2023,https://link.springer.com/chapter/10.1007/978-3-031-28332-1_23,Conference paper
Disjunctive Delimited Control,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-030-98869-2_5,Alexander VandenbrouckeTom Schrijvers,2022,https://link.springer.com/chapter/10.1007/978-3-030-98869-2_5,Conference paper
Symbolic Transformation of Expressions in Modular Arithmetic,Static Analysis,,,,10.1007/978-3-031-44245-2_6,Jérôme BoillotJérôme Feret,2023,https://link.springer.com/chapter/10.1007/978-3-031-44245-2_6,Conference paper
Programming event monitors,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-023-00706-1,Klaus HavelundGerard J. Holzmann,2023,https://link.springer.com/article/10.1007/s10009-023-00706-1,Article
An Experimental Evaluation of&#xa0;Tools for&#xa0;Grading Concurrent Programming Exercises,"Formal Techniques for Distributed Objects, Components, and Systems",,,,10.1007/978-3-031-35355-0_1,Manuel BarrosMaria RamosAlexandre GomesAlcino CunhaJosé PereiraPaulo Sérgio Almeida,2023,https://link.springer.com/chapter/10.1007/978-3-031-35355-0_1,Conference paper
Incremental Rewriting Modulo SMT,Automated Deduction – CADE 29,,,,10.1007/978-3-031-38499-8_32,Gerald WhittersVivek NigamCarolyn Talcott,2023,https://link.springer.com/chapter/10.1007/978-3-031-38499-8_32,Conference paper
Enhanced S2E for Analysis of Multi-Thread Software,Programming and Computer Software,,,,10.1134/S0361768823090074,F. V. NiskovE. A. KutovoySh. F. Kurmangaleev,2023,https://link.springer.com/article/10.1134/S0361768823090074,Article
Verifying Compiler Optimisations,Formal Methods and Software Engineering,,,,10.1007/978-981-99-7584-6_1,Ian J. HayesMark UttingBrae J. Webb,2023,https://link.springer.com/chapter/10.1007/978-981-99-7584-6_1,Conference paper
Ghost Code in Action: Automated Verification of a Symbolic Interpreter,"Verified Software. Theories, Tools, and Experiments",,,,10.1007/978-3-030-41600-3_8,Benedikt BeckerClaude Marché,2020,https://link.springer.com/chapter/10.1007/978-3-030-41600-3_8,Conference paper
Shifting Left for&#xa0;Early Detection of&#xa0;Machine-Learning Bugs,Formal Methods,,,,10.1007/978-3-031-27481-7_33,Ben LiblitLinghui LuoAlejandro MolinaRajdeep MukherjeeZachary PattersonGoran PiskachevMartin SchäfOmer TrippWillem Visser,2023,https://link.springer.com/chapter/10.1007/978-3-031-27481-7_33,Conference paper
