Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
The KeY Platform for Verification and Analysis of Java Programs,"Verified Software: Theories, Tools and Experiments",,,,10.1007/978-3-319-12154-3_4,Wolfgang AhrendtBernhard BeckertDaniel BrunsRichard BubelChristoph GladischSarah GrebingReiner HähnleMartin HentschelMihai HerdaVladimir KlebanovWojciech MostowskiChristoph SchebenPeter H. SchmittMattias Ulbrich,2014,https://link.springer.com/chapter/10.1007/978-3-319-12154-3_4,Conference paper
"T3, a Combinator-Based Random Testing Tool for Java: Benchmarking",Future Internet Testing,,,,10.1007/978-3-319-07785-7_7,I. S. Wishnu B. Prasetya,2014,https://link.springer.com/chapter/10.1007/978-3-319-07785-7_7,Conference paper
Towards a Runtime Verification Framework for the Ada Programming Language,Reliable Software Technologies – Ada-Europe 2014,,,,10.1007/978-3-319-08311-7_6,André de Matos PedroDavid PereiraLuís Miguel PinhoJorge Sousa Pinto,2014,https://link.springer.com/chapter/10.1007/978-3-319-08311-7_6,Conference paper
Finding Best and Worst Case Execution Times of Systems Using Difference-Bound Matrices,Formal Modeling and Analysis of Timed Systems,,,,10.1007/978-3-319-10512-3_4,Omar Al-BatainehMark ReynoldsTim French,2014,https://link.springer.com/chapter/10.1007/978-3-319-10512-3_4,Conference paper
Certified Complexity (CerCo),Foundational and Practical Aspects of Resource Analysis,,,,10.1007/978-3-319-12466-7_1,Roberto M. AmadioNicolas AyacheFrancois BobotJaap P. BoenderBrian CampbellIlias GarnierAntoine MadetJames McKinnaDominic P. MulliganMauro PiccoloRandy PollackYann Régis-GianasClaudio Sacerdoti CoenIan StarkPaolo Tranquilli,2014,https://link.springer.com/chapter/10.1007/978-3-319-12466-7_1,Conference paper
Formal Semantics and Analysis of Timed Rebeca in Real-Time Maude,Formal Techniques for Safety-Critical Systems,,,,10.1007/978-3-319-05416-2_12,Zeynab Sabahi-KavianiRamtin KhosraviMarjan SirjaniPeter Csaba ÖlveczkyEhsan Khamespanah,2014,https://link.springer.com/chapter/10.1007/978-3-319-05416-2_12,Conference paper
Thoughtful brute-force attack of the RERS 2012 and 2013 Challenges,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0324-3,Jaco van de PolTheo C. RuysSteven te Brinke,2014,https://link.springer.com/article/10.1007/s10009-014-0324-3,Article
SCJ: Memory-Safety Checking without Annotations,FM 2014: Formal Methods,,,,10.1007/978-3-319-06410-9_32,Chris MarriottAna Cavalcanti,2014,https://link.springer.com/chapter/10.1007/978-3-319-06410-9_32,Conference paper
RV-Monitor: Efficient Parametric Runtime Verification with Simultaneous Properties,Runtime Verification,,,,10.1007/978-3-319-11164-3_24,Qingzhou LuoYi ZhangChoonghwan LeeDongyun JinPatrick O’Neil MeredithTraian Florin ŞerbănuţăGrigore Roşu,2014,https://link.springer.com/chapter/10.1007/978-3-319-11164-3_24,Conference paper
A toolset for conformance testing against UML sequence diagrams based on event-driven colored Petri nets,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0354-x,João Pascoal FariaAna C. R. Paiva,2014,https://link.springer.com/article/10.1007/s10009-014-0354-x,Article
Abstraction and Verification of Properties of a Real-Time Java,"ICT in Education, Research, and Industrial Applications",,,,10.1007/978-3-642-35737-4_1,Nadezhda BaklanovaMartin Strecker,2013,https://link.springer.com/chapter/10.1007/978-3-642-35737-4_1,Conference paper
Alternating Runtime and Size Complexity Analysis of Integer Programs,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-642-54862-8_10,Marc BrockschmidtFabian EmmesStephan FalkeCarsten FuhsJürgen Giesl,2014,https://link.springer.com/chapter/10.1007/978-3-642-54862-8_10,Conference paper
An overview of model checking practices on verification of PLC software,Software & Systems Modeling,,,,10.1007/s10270-014-0448-7,Tolga OvatmanAtakan AralDavut PolatAli Osman Ünver,2014,https://link.springer.com/article/10.1007/s10270-014-0448-7,Article
Evolution of the UniTESK test development technology,Programming and Computer Software,,,,10.1134/S0361768814050065,V. V. KulyaminA. K. Petrenko,2014,https://link.springer.com/article/10.1134/S0361768814050065,Article
Visualizing Unbounded Symbolic Execution,Tests and Proofs,,,,10.1007/978-3-319-09099-3_7,Martin HentschelReiner HähnleRichard Bubel,2014,https://link.springer.com/chapter/10.1007/978-3-319-09099-3_7,Conference paper
Towards harnessing theories through tool support for hard real-time Java programming,Innovations in Systems and Software Engineering,,,,10.1007/s11334-012-0185-4,Thomas BøgholmChristian FrostRené Rydhof HansenCasper Svenning JensenKasper Søe LuckowAnders P. RavnHans SøndergaardBent Thomsen,2012,https://link.springer.com/article/10.1007/s11334-012-0185-4,Article
Suppl: A Flexible Language for Policies,Programming Languages and Systems,,,,10.1007/978-3-319-12736-1_10,Robert DockinsAndrew Tolmach,2014,https://link.springer.com/chapter/10.1007/978-3-319-12736-1_10,Conference paper
Learning Fragments of the TCP Network Protocol,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-319-10702-8_6,Paul Fiterău-BroşteanRamon JanssenFrits Vaandrager,2014,https://link.springer.com/chapter/10.1007/978-3-319-10702-8_6,Conference paper
Characterising REGEX Languages by Regular Languages Equipped with Factor-Referencing,Developments in Language Theory,,,,10.1007/978-3-319-09698-8_13,Markus L. Schmid,2014,https://link.springer.com/chapter/10.1007/978-3-319-09698-8_13,Conference paper
Formalizing and Implementing Types in MSVL,Structured Object-Oriented Formal Language and Method,,,,10.1007/978-3-319-04915-1_5,Xiaobing WangZhenhua DuanLiang Zhao,2014,https://link.springer.com/chapter/10.1007/978-3-319-04915-1_5,Conference paper
Verified Compilation of Floating-Point Computations,Journal of Automated Reasoning,,,,10.1007/s10817-014-9317-x,Sylvie BoldoJacques-Henri JourdanXavier LeroyGuillaume Melquiond,2014,https://link.springer.com/article/10.1007/s10817-014-9317-x,Article
Observer/Interpreter P Systems,Membrane Computing,,,,10.1007/978-3-642-36751-9_25,Dragoş Sburlan,2013,https://link.springer.com/chapter/10.1007/978-3-642-36751-9_25,Conference paper
Formalizing Semantics with an Automatic Program Verifier,"Verified Software: Theories, Tools and Experiments",,,,10.1007/978-3-319-12154-3_3,Martin ClochardJean-Christophe FilliâtreClaude MarchéAndrei Paskevich,2014,https://link.springer.com/chapter/10.1007/978-3-319-12154-3_3,Conference paper
Copilot: monitoring embedded systems,Innovations in Systems and Software Engineering,,,,10.1007/s11334-013-0223-x,Lee PikeNis WegmannSebastian NillerAlwyn Goodloe,2013,https://link.springer.com/article/10.1007/s11334-013-0223-x,Article
Information Flow in Object-Oriented Software,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-319-14125-1_2,Bernhard BeckertDaniel BrunsVladimir KlebanovChristoph SchebenPeter H. SchmittMattias Ulbrich,2014,https://link.springer.com/chapter/10.1007/978-3-319-14125-1_2,Conference paper
Runtime verification: the application perspective,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0360-z,Yliès FalconeLenore D. Zuck,2014,https://link.springer.com/article/10.1007/s10009-014-0360-z,Article
BDD-based software verification,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0334-1,Dirk BeyerAndreas Stahlbauer,2014,https://link.springer.com/article/10.1007/s10009-014-0334-1,Article
(Stochastic) Model Checking in GreatSPN,Application and Theory of Petri Nets and Concurrency,,,,10.1007/978-3-319-07734-5_19,Elvio Gilberto AmparoreMarco BeccutiSusanna Donatelli,2014,https://link.springer.com/chapter/10.1007/978-3-319-07734-5_19,Conference paper
Controlled execution with explicit model,Programming and Computer Software,,,,10.1134/S0361768814060127,V. B. BetelinV. A. GalatenkoK. A. Kostyukhin,2014,https://link.springer.com/article/10.1134/S0361768814060127,Article
A Survey on Domain-Specific Languages in Robotics,"Simulation, Modeling, and Programming for Autonomous Robots",,,,10.1007/978-3-319-11900-7_17,Arne NordmannNico HochgeschwenderSebastian Wrede,2014,https://link.springer.com/chapter/10.1007/978-3-319-11900-7_17,Conference paper
Analyzing program behavior through active automata learning,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0333-2,Oliver BauerMaren GeskeMalte Isberner,2014,https://link.springer.com/article/10.1007/s10009-014-0333-2,Article
Eve: A Parallel Event-Driven Programming Language,Euro-Par 2014: Parallel Processing Workshops,,,,10.1007/978-3-319-14313-2_15,Alcides FonsecaJoão RafaelBruno Cabral,2014,https://link.springer.com/chapter/10.1007/978-3-319-14313-2_15,Conference paper
Environment modeling and simulation for automated testing of soft real-time embedded software,Software & Systems Modeling,,,,10.1007/s10270-013-0328-6,Muhammad Zohaib IqbalAndrea ArcuriLionel Briand,2013,https://link.springer.com/article/10.1007/s10270-013-0328-6,Article
KIV: overview and VerifyThis competition,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0308-3,Gidon ErnstJörg PfählerGerhard SchellhornDominik HanebergWolfgang Reif,2014,https://link.springer.com/article/10.1007/s10009-014-0308-3,Article
On Programming and Policing Autonomic Computing Systems,"Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change",,,,10.1007/978-3-662-45234-9_12,Michele LoretiAndrea MargheriRosario PuglieseFrancesco Tiezzi,2014,https://link.springer.com/chapter/10.1007/978-3-662-45234-9_12,Conference paper
A Logical Encoding of Timed $$\pi $$ -Calculus,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-319-14125-1_10,Neda Saeedloei,2014,https://link.springer.com/chapter/10.1007/978-3-319-14125-1_10,Conference paper
Test-Data Generation for Xtext,Software Language Engineering,,,,10.1007/978-3-319-11245-9_19,Johannes HärtelLukas HärtelRalf Lämmel,2014,https://link.springer.com/chapter/10.1007/978-3-319-11245-9_19,Conference paper
Unit Testing Tool Competitions – Lessons Learned,Future Internet Testing,,,,10.1007/978-3-319-07785-7_5,Sebastian BauersfeldTanja E. J. VosKiran Lakhotia,2014,https://link.springer.com/chapter/10.1007/978-3-319-07785-7_5,Conference paper
Computer-aided discovery of formal specification behavioral requirements and requirement to implementation mappings,Innovations in Systems and Software Engineering,,,,10.1007/s11334-014-0235-1,Doron Drusinsky,2014,https://link.springer.com/article/10.1007/s11334-014-0235-1,Article
First International Competition on Software for Runtime Verification,Runtime Verification,,,,10.1007/978-3-319-11164-3_1,Ezio BartocciBorzoo BonakdarpourYliès Falcone,2014,https://link.springer.com/chapter/10.1007/978-3-319-11164-3_1,Conference paper
iscasMc: A Web-Based Probabilistic Model Checker,FM 2014: Formal Methods,,,,10.1007/978-3-319-06410-9_22,Ernst Moritz HahnYi LiSven ScheweAndrea TurriniLijun Zhang,2014,https://link.springer.com/chapter/10.1007/978-3-319-06410-9_22,Conference paper
Property-driven benchmark generation: synthesizing programs of realistic structure,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0336-z,Bernhard SteffenMalte IsbernerStefan NaujokatTiziana MargariaMaren Geske,2014,https://link.springer.com/article/10.1007/s10009-014-0336-z,Article
Finding fault with fault injection: an empirical exploration of distortion in fault injection experiments,Software Quality Journal,,,,10.1007/s11219-014-9261-3,Erik van der KouweCristiano GiuffridaAndrew S. Tanenbaum,2014,https://link.springer.com/article/10.1007/s11219-014-9261-3,Article
Real-Time Runtime Verification on Chip,Runtime Verification,,,,10.1007/978-3-642-35632-2_13,Thomas ReinbacherMatthias FüggerJörg Brauer,2013,https://link.springer.com/chapter/10.1007/978-3-642-35632-2_13,Conference paper
Formal Proofs of Code Generation and Verification Tools,Software Engineering and Formal Methods,,,,10.1007/978-3-319-10431-7_1,Xavier Leroy,2014,https://link.springer.com/chapter/10.1007/978-3-319-10431-7_1,Conference paper
A logic of intention and action for regular BDI agents based on bisimulation of agent programs,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-014-9263-3,Wayne Wobcke,2014,https://link.springer.com/article/10.1007/s10458-014-9263-3,Article
Generating Specialized Interpreters for Modular Structural Operational Semantics,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-319-14125-1_13,Casper Bach PoulsenPeter D. Mosses,2014,https://link.springer.com/chapter/10.1007/978-3-319-14125-1_13,Conference paper
Combining Stochastic Grammars and Genetic Programming for Coverage Testing at the System Level,Search-Based Software Engineering,,,,10.1007/978-3-319-09940-8_10,Fitsum Meshesha KifetewRoberto TiellaPaolo Tonella,2014,https://link.springer.com/chapter/10.1007/978-3-319-09940-8_10,Conference paper
Checking Linearizability of Encapsulated Extended Operations,Programming Languages and Systems,,,,10.1007/978-3-642-54833-8_17,Oren ZomerGuy Golan-GuetaG. RamalingamMooly Sagiv,2014,https://link.springer.com/chapter/10.1007/978-3-642-54833-8_17,Conference paper
On Code Coverage of Extended FSM Based Test Suites: An Initial Assessment,Testing Software and Systems,,,,10.1007/978-3-662-44857-1_16,Khaled El-FakihTariq SalamehNina Yevtushenko,2014,https://link.springer.com/chapter/10.1007/978-3-662-44857-1_16,Conference paper
Portable Runtime Verification with Smartphones and Optical Codes,Runtime Verification,,,,10.1007/978-3-319-11164-3_7,Kim LavoieCorentin LeplongeonSimon VarvaressosSébastien GabourySylvain Hallé,2014,https://link.springer.com/chapter/10.1007/978-3-319-11164-3_7,Conference paper
Extensible environment for test program generation for microprocessors,Programming and Computer Software,,,,10.1134/S0361768814010046,A. S. KamkinT. I. SergeevaS. A. SmolovA. D. TatarnikovM. M. Chupilko,2014,https://link.springer.com/article/10.1134/S0361768814010046,Article
Verified Efficient Implementation of Gabow’s Strongly Connected Component Algorithm,Interactive Theorem Proving,,,,10.1007/978-3-319-08970-6_21,Peter Lammich,2014,https://link.springer.com/chapter/10.1007/978-3-319-08970-6_21,Conference paper
Automatic Atomicity Verification for Clients of Concurrent Data Structures,Computer Aided Verification,,,,10.1007/978-3-319-08867-9_37,Mohsen LesaniTodd MillsteinJens Palsberg,2014,https://link.springer.com/chapter/10.1007/978-3-319-08867-9_37,Conference paper
Risk-based testing via active continuous quality control,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0321-6,Johannes NeubauerStephan WindmüllerBernhard Steffen,2014,https://link.springer.com/article/10.1007/s10009-014-0321-6,Article
uBuild: Automated Testing and Performance Evaluation of Embedded Linux Systems,Architecture of Computing Systems – ARCS 2014,,,,10.1007/978-3-319-04891-8_11,Fabio ErculianiLuca AbeniLuigi Palopoli,2014,https://link.springer.com/chapter/10.1007/978-3-319-04891-8_11,Conference paper
The Scribble Protocol Language,Trustworthy Global Computing,,,,10.1007/978-3-319-05119-2_3,Nobuko YoshidaRaymond HuRumyana NeykovaNicholas Ng,2014,https://link.springer.com/chapter/10.1007/978-3-319-05119-2_3,Conference paper
Lazy Symbolic Execution for Enhanced Learning,Runtime Verification,,,,10.1007/978-3-319-11164-3_27,Duc-Hiep ChuJoxan JaffarVijayaraghavan Murali,2014,https://link.springer.com/chapter/10.1007/978-3-319-11164-3_27,Conference paper
Complexity of Extended vs. Classic LR Parsers,Descriptional Complexity of Formal Systems,,,,10.1007/978-3-319-09704-6_8,Angelo BorsottiLuca BreveglieriStefano Crespi ReghizziAngelo Morzenti,2014,https://link.springer.com/chapter/10.1007/978-3-319-09704-6_8,Conference paper
A Declarative Compositional Timing Analysis for Multicores Using the Latency-Rate Abstraction,Practical Aspects of Declarative Languages,,,,10.1007/978-3-642-45284-0_4,Vítor RodriguesBenny AkessonSimão Melo de SousaMário Florido,2013,https://link.springer.com/chapter/10.1007/978-3-642-45284-0_4,Conference paper
Cooperative Software Testing and Analysis: Advances and Challenges,Journal of Computer Science and Technology,,,,10.1007/s11390-014-1461-6,Tao XieLu ZhangXusheng XiaoYing-Fei XiongDan Hao,2014,https://link.springer.com/article/10.1007/s11390-014-1461-6,Article
fUML-Driven Design and Performance Analysis of Software Agents for Wireless Sensor Network,Software Architecture,,,,10.1007/978-3-319-09970-5_28,Luca BerardinelliAntinisca Di MarcoStefano Pace,2014,https://link.springer.com/chapter/10.1007/978-3-319-09970-5_28,Conference paper
An executable formal semantics for UML-RT,Software & Systems Modeling,,,,10.1007/s10270-014-0399-z,Ernesto PosseJuergen Dingel,2014,https://link.springer.com/article/10.1007/s10270-014-0399-z,Article
Hybrid Debugging of Java Programs,Software and Data Technologies,,,,10.1007/978-3-642-36177-7_6,Christian HermannsHerbert Kuchen,2013,https://link.springer.com/chapter/10.1007/978-3-642-36177-7_6,Conference paper
Automated test generation using model checking: an industrial evaluation,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0355-9,Eduard P. EnoiuAdnan ČauševićThomas J. OstrandElaine J. WeyukerDaniel SundmarkPaul Pettersson,2014,https://link.springer.com/article/10.1007/s10009-014-0355-9,Article
A Simulated Fault Injection Framework for Time-Triggered Safety-Critical Embedded Systems,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-10506-2_1,Iban AyestaranCarlos F. NicolasJon PerezAsier LarruceaPeter Puschner,2014,https://link.springer.com/chapter/10.1007/978-3-319-10506-2_1,Conference paper
Formal verification of QVT transformations for code generation,Software & Systems Modeling,,,,10.1007/s10270-013-0351-7,Kurt StenzelNina MoebiusWolfgang Reif,2013,https://link.springer.com/article/10.1007/s10270-013-0351-7,Article
The Gradual Verifier,NASA Formal Methods,,,,10.1007/978-3-319-06200-6_27,Stephan ArltCindy Rubio-GonzálezPhilipp RümmerMartin SchäfNatarajan Shankar,2014,https://link.springer.com/chapter/10.1007/978-3-319-06200-6_27,Conference paper
All-Path Reachability Logic,Rewriting and Typed Lambda Calculi,,,,10.1007/978-3-319-08918-8_29,Andrei ŞtefănescuŞtefan CiobâcăRadu MereutaBrandon M. MooreTraian Florin ŞerbănutăGrigore Roşu,2014,https://link.springer.com/chapter/10.1007/978-3-319-08918-8_29,Conference paper
Safely Composable Type-Specific Languages,ECOOP 2014 – Object-Oriented Programming,,,,10.1007/978-3-662-44202-9_5,Cyrus OmarDarya KurilovaLigia NistorBenjamin ChungAlex PotaninJonathan Aldrich,2014,https://link.springer.com/chapter/10.1007/978-3-662-44202-9_5,Conference paper
A Two-Phase Static Analysis for Reliable Adaptation,Software Engineering and Formal Methods,,,,10.1007/978-3-319-10431-7_28,Pierpaolo DeganoGian-Luigi FerrariLetterio Galletta,2014,https://link.springer.com/chapter/10.1007/978-3-319-10431-7_28,Conference paper
Extending MSVL with Function Calls,Formal Methods and Software Engineering,,,,10.1007/978-3-319-11737-9_29,Nan ZhangZhenhua DuanCong Tian,2014,https://link.springer.com/chapter/10.1007/978-3-319-11737-9_29,Conference paper
Applying symbolic bounded model checking to the 2012 RERS greybox challenge,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0335-0,Jeremy MorseLucas CordeiroDenis NicoleBernd Fischer,2014,https://link.springer.com/article/10.1007/s10009-014-0335-0,Article
Modelling and Analysis of Parallel/Distributed Time-dependent Systems: An Approach Based on JADE,Internet and Distributed Computing Systems,,,,10.1007/978-3-319-11692-1_18,Franco CicirelliLibero Nigro,2014,https://link.springer.com/chapter/10.1007/978-3-319-11692-1_18,Conference paper
Synchronization of Models of Rich Languages with Triple Graph Grammars: An Experience Report,Theory and Practice of Model Transformations,,,,10.1007/978-3-319-08789-4_8,Dominique BlouinAlain PlantecPierre DissauxFrank SinghoffJean-Philippe Diguet,2014,https://link.springer.com/chapter/10.1007/978-3-319-08789-4_8,Conference paper
A Functional Verification of a Web Voting System,Computational Science and Its Applications – ICCSA 2014,,,,10.1007/978-3-319-09144-0_44,Maximiliano CristiáClaudia Frydman,2014,https://link.springer.com/chapter/10.1007/978-3-319-09144-0_44,Conference paper
Towards Erlang Verification by Term Rewriting,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-319-14125-1_7,Germán Vidal,2014,https://link.springer.com/chapter/10.1007/978-3-319-14125-1_7,Conference paper
Eco: A Language Composition Editor,Software Language Engineering,,,,10.1007/978-3-319-11245-9_5,Lukas DiekmannLaurence Tratt,2014,https://link.springer.com/chapter/10.1007/978-3-319-11245-9_5,Conference paper
Cost-Effective Testing for Critical Off-the-Shelf Services,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-10557-4_26,Fabio DuchiNuno AntunesAndrea CeccarelliGiuseppe VellaFrancesco RossiAndrea Bondavalli,2014,https://link.springer.com/chapter/10.1007/978-3-319-10557-4_26,Conference paper
Maintaining the health of software monitors,Innovations in Systems and Software Engineering,,,,10.1007/s11334-013-0213-z,Suzette PersonNeha Rungta,2013,https://link.springer.com/article/10.1007/s11334-013-0213-z,Article
The F# Computation Expression Zoo,Practical Aspects of Declarative Languages,,,,10.1007/978-3-319-04132-2_3,Tomas PetricekDon Syme,2014,https://link.springer.com/chapter/10.1007/978-3-319-04132-2_3,Conference paper
Online Testing of LTL Properties for Java Code,Hardware and Software: Verification and Testing,,,,10.1007/978-3-319-03077-7_7,Paolo ArcainiAngelo GargantiniElvinia Riccobene,2013,https://link.springer.com/chapter/10.1007/978-3-319-03077-7_7,Conference paper
Graph-based communication in Eden,Higher-Order and Symbolic Computation,,,,10.1007/s10990-014-9101-y,Thomas HorstmeyerRita Loogen,2013,https://link.springer.com/article/10.1007/s10990-014-9101-y,Article
Tutorial: Automata Learning in Practice,"Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change",,,,10.1007/978-3-662-45234-9_34,Falk HowarMalte IsbernerBernhard Steffen,2014,https://link.springer.com/chapter/10.1007/978-3-662-45234-9_34,Conference paper
HermiT: An OWL 2 Reasoner,Journal of Automated Reasoning,,,,10.1007/s10817-014-9305-1,Birte GlimmIan HorrocksBoris MotikGiorgos StoilosZhe Wang,2014,https://link.springer.com/article/10.1007/s10817-014-9305-1,Article
Proof Pearl: The KeY to Correct and Stable Sorting,Journal of Automated Reasoning,,,,10.1007/s10817-013-9300-y,Stijn de GouwFrank de BoerJurriaan Rot,2014,https://link.springer.com/article/10.1007/s10817-013-9300-y,Article
A BSP algorithm for on-the-fly checking CTL* formulas on security protocols,The Journal of Supercomputing,,,,10.1007/s11227-014-1099-8,Frédéric GavaFranck PommereauMichaël Guedj,2014,https://link.springer.com/article/10.1007/s11227-014-1099-8,Article
Timed Multiparty Session Types,CONCUR 2014 – Concurrency Theory,,,,10.1007/978-3-662-44584-6_29,Laura BocchiWeizhen YangNobuko Yoshida,2014,https://link.springer.com/chapter/10.1007/978-3-662-44584-6_29,Conference paper
40 Years of Formal Methods,FM 2014: Formal Methods,,,,10.1007/978-3-319-06410-9_4,Dines BjørnerKlaus Havelund,2014,https://link.springer.com/chapter/10.1007/978-3-319-06410-9_4,Conference paper
Model-Checking for Android Malware Detection,Programming Languages and Systems,,,,10.1007/978-3-319-12736-1_12,Fu SongTayssir Touili,2014,https://link.springer.com/chapter/10.1007/978-3-319-12736-1_12,Conference paper
A Flexible and Efficient ML Lexer Tool Based on Extended Regular Expression Submatching,Compiler Construction,,,,10.1007/978-3-642-54807-9_10,Martin SulzmannPippijn van Steenhoven,2014,https://link.springer.com/chapter/10.1007/978-3-642-54807-9_10,Conference paper
Testing abstract behavioral specifications,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0301-x,Peter Y. H. WongRichard BubelFrank S. de BoerMiguel Gómez-ZamalloaStijn de GouwReiner HähnleKarl MeinkeMuddassar Azam Sindhu,2014,https://link.springer.com/article/10.1007/s10009-014-0301-x,Article
Compiling a Functional Logic Language: The Fair Scheme,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-319-14125-1_12,Sergio AntoyAndy Jost,2014,https://link.springer.com/chapter/10.1007/978-3-319-14125-1_12,Conference paper
Verification and validation meet planning and scheduling,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-013-0294-x,Saddek BensalemKlaus HavelundAndrea Orlandini,2013,https://link.springer.com/article/10.1007/s10009-013-0294-x,Article
Instrumenting Android and Java Applications as Easy as abc,Runtime Verification,,,,10.1007/978-3-642-40787-1_26,Steven ArztSiegfried RasthoferEric Bodden,2013,https://link.springer.com/chapter/10.1007/978-3-642-40787-1_26,Conference paper
Selected dynamic issues in software model checking,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-012-0261-y,Viet Yen NguyenTheo C. Ruys,2012,https://link.springer.com/article/10.1007/s10009-012-0261-y,Article
Dynamic Test Generation with Static Fields and Initializers,Runtime Verification,,,,10.1007/978-3-319-11164-3_23,Maria ChristakisPatrick EmmisbergerPeter Müller,2014,https://link.springer.com/chapter/10.1007/978-3-319-11164-3_23,Conference paper
Semantics of (Resilient) X10,ECOOP 2014 – Object-Oriented Programming,,,,10.1007/978-3-662-44202-9_27,Silvia CrafaDavid CunninghamVijay SaraswatAvraham ShinnarOlivier Tardieu,2014,https://link.springer.com/chapter/10.1007/978-3-662-44202-9_27,Conference paper
